"phylum","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj"
"Verrucomicrobiota","ran_pars","cohort","sd__(Intercept)",0.0406480176137116,NA,NA,NA,NA,NA
"Verrucomicrobiota","ran_pars","Residual","sd__Observation",0.0800645003918681,NA,NA,NA,NA,NA
"Actinobacteriota","fixed",NA,"dietHFHS",-0.0834816706991863,0.0226249950968481,-3.68979839959462,15.5104886484818,0.00207778569742761,0.00526854379876069
"Actinobacteriota","fixed",NA,"treatmentFOS+GOS",0.0890139445304779,0.023148436666835,3.84535447519051,14.1297266266151,0.00175618126625356,0.00526854379876069
"Actinobacteriota","fixed",NA,"treatmentB. longum APC1472",-0.0120914542777078,0.0225706903855482,-0.53571486167077,15.2212227239575,0.599896805257429,0.599896805257429
"Actinobacteriota","ran_pars","dam_cage","sd__(Intercept)",0.0296818175161391,NA,NA,NA,NA,NA
"Actinobacteriota","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Actinobacteriota","ran_pars","Residual","sd__Observation",0.0695128224732911,NA,NA,NA,NA,NA
"Deferribacterota","fixed",NA,"dietHFHS",0.000598792691195458,0.00329565860738391,0.181691359006016,17.5393987623265,0.857908210104141,1
"Deferribacterota","fixed",NA,"treatmentFOS+GOS",-0.00330848666370892,0.00337784889705825,-0.979465560638389,15.570604845061,0.342324279524615,1
"Deferribacterota","fixed",NA,"treatmentB. longum APC1472",-0.00106782532202785,0.00329543887118395,-0.324031294091101,17.8183979865365,0.749686982425518,1
"Deferribacterota","ran_pars","dam_cage","sd__(Intercept)",0.00432439781711941,NA,NA,NA,NA,NA
"Deferribacterota","ran_pars","cohort","sd__(Intercept)",0.00193262417921656,NA,NA,NA,NA,NA
"Deferribacterota","ran_pars","Residual","sd__Observation",0.00986041716397044,NA,NA,NA,NA,NA
"Desulfobacterota","fixed",NA,"dietHFHS",0.00553181377117637,0.00250009464340775,2.21264174368864,175.162426846674,0.0282150056198352,0.0564300112396705
"Desulfobacterota","fixed",NA,"treatmentFOS+GOS",-0.0138872281923355,0.00245339676628258,-5.66040861518605,189.495110257095,5.5179418081111e-08,2.20717672324444e-07
"Desulfobacterota","fixed",NA,"treatmentB. longum APC1472",0.00151768279834688,0.00249369881721412,0.608607097164359,153.491153652731,0.543684522515258,0.543684522515258
"Desulfobacterota","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Desulfobacterota","ran_pars","cohort","sd__(Intercept)",0.00243083838850362,NA,NA,NA,NA,NA
"Desulfobacterota","ran_pars","Residual","sd__Observation",0.0117678254615535,NA,NA,NA,NA,NA
"Proteobacteria","fixed",NA,"dietHFHS",-0.00149496323825476,0.00148678909751683,-1.00549784818276,17.9314426223951,0.328033847358709,0.656067694717418
"Proteobacteria","fixed",NA,"treatmentFOS+GOS",0.00861947927061218,0.00153193639505651,5.62652555186159,16.4788047732894,3.39228056383912e-05,0.000135691222553565
"Proteobacteria","fixed",NA,"treatmentB. longum APC1472",0.000128224139209565,0.0014868859355916,0.086236701915233,18.1076587494805,0.932224679502427,0.932224679502427
"Proteobacteria","ran_pars","dam_cage","sd__(Intercept)",0.00208604474102794,NA,NA,NA,NA,NA
"Proteobacteria","ran_pars","cohort","sd__(Intercept)",0.000766738085909067,NA,NA,NA,NA,NA
"Proteobacteria","ran_pars","Residual","sd__Observation",0.00398034735014087,NA,NA,NA,NA,NA
"Patescibacteria","fixed",NA,"dietHFHS",-0.00010629628756685,5.99767592658941e-05,-1.77229128195486,19.5325312925457,0.0919449010295442,0.275834703088633
"Patescibacteria","fixed",NA,"treatmentFOS+GOS",8.55782403776223e-05,6.11202706384618e-05,1.40016134555153,17.5956646118033,0.178851097354181,0.357702194708361
"Patescibacteria","fixed",NA,"treatmentB. longum APC1472",7.42021886014209e-07,5.978313649011e-05,0.0124118928778011,19.0861305684035,0.990225820153204,0.990225820153204
"Patescibacteria","ran_pars","dam_cage","sd__(Intercept)",7.38270869075181e-05,NA,NA,NA,NA,NA
"Patescibacteria","ran_pars","cohort","sd__(Intercept)",1.31208583358326e-08,NA,NA,NA,NA,NA
"Patescibacteria","ran_pars","Residual","sd__Observation",0.000199537453943435,NA,NA,NA,NA,NA
"Cyanobacteria","fixed",NA,"dietHFHS",-4.47270460059637e-08,7.15888525617622e-07,-0.0624776685272,13.7162363645868,0.951083754771915,1
"Cyanobacteria","fixed",NA,"treatmentFOS+GOS",2.23919385243333e-08,6.92131160190374e-07,0.0323521607063237,13.7470417909407,0.974656239894053,1
"Cyanobacteria","fixed",NA,"treatmentB. longum APC1472",3.21206187439765e-07,7.28868480689642e-07,0.440691559519552,13.5766395193689,0.666372081634097,1
"Cyanobacteria","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Cyanobacteria","ran_pars","cohort","sd__(Intercept)",1.62089570319771e-06,NA,NA,NA,NA,NA
"Cyanobacteria","ran_pars","Residual","sd__Observation",3.2791850946262e-06,NA,NA,NA,NA,NA
