"family","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj"
"Lactobacillaceae","fixed",NA,"treatmentB. longum APC1472",-0.0336458508795102,0.014702615359377,-2.28842624642639,151.109146562332,0.0234990105209676,0.0469980210419352
"Lactobacillaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Lactobacillaceae","ran_pars","cohort","sd__(Intercept)",0.0180470886419289,NA,NA,NA,NA,NA
"Lactobacillaceae","ran_pars","Residual","sd__Observation",0.0684127561056164,NA,NA,NA,NA,NA
"Muribaculaceae","fixed",NA,"dietHFHS",-0.0552727027556233,0.0204153745249361,-2.70740576853543,20.712222666471,0.0132924414731532,0.0265848829463063
"Muribaculaceae","fixed",NA,"treatmentFOS+GOS",0.13262757636857,0.020726712150405,6.39887191977906,18.4481718618729,4.47546561874395e-06,1.34263968562318e-05
"Muribaculaceae","fixed",NA,"treatmentB. longum APC1472",0.0210624040784389,0.0203323443085345,1.03590632535167,20.1557034811517,0.312515162358695,0.312515162358695
"Muribaculaceae","ran_pars","dam_cage","sd__(Intercept)",0.0234649470617313,NA,NA,NA,NA,NA
"Muribaculaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Muribaculaceae","ran_pars","Residual","sd__Observation",0.0725593946271985,NA,NA,NA,NA,NA
"Akkermansiaceae","fixed",NA,"dietHFHS",0.0318928347192306,0.0353880385857717,0.901232054495769,17.5928730422728,0.379637520662656,0.759275041325312
"Akkermansiaceae","fixed",NA,"treatmentFOS+GOS",0.0675670066772905,0.0365175197355927,1.85026275515187,16.0969379166528,0.0827181801251583,0.330872720500633
"Akkermansiaceae","fixed",NA,"treatmentB. longum APC1472",-0.00244048738281906,0.0356610904719006,-0.0684355792412479,18.1703782076361,0.94618638137025,0.94618638137025
"Akkermansiaceae","ran_pars","dam_cage","sd__(Intercept)",0.0520534037718226,NA,NA,NA,NA,NA
"Akkermansiaceae","ran_pars","cohort","sd__(Intercept)",0.0406486856523365,NA,NA,NA,NA,NA
"Akkermansiaceae","ran_pars","Residual","sd__Observation",0.0800650869984307,NA,NA,NA,NA,NA
"Rikenellaceae","fixed",NA,"dietHFHS",0.0167170855168092,0.0178348710110391,0.937325843649892,19.5642581245303,0.360018839102649,0.720037678205297
"Rikenellaceae","fixed",NA,"treatmentFOS+GOS",-0.1059810150333,0.018368326859457,-5.76976966079712,18.2705607120625,1.70980459222373e-05,5.12941377667118e-05
"Rikenellaceae","fixed",NA,"treatmentB. longum APC1472",0.00939772113630503,0.0178130240741679,0.527575839856042,19.3540731700824,0.603790024134542,0.720037678205297
"Rikenellaceae","ran_pars","dam_cage","sd__(Intercept)",0.0256078432893883,NA,NA,NA,NA,NA
"Rikenellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Rikenellaceae","ran_pars","Residual","sd__Observation",0.046552726420613,NA,NA,NA,NA,NA
"Bifidobacteriaceae","fixed",NA,"dietHFHS",-0.0873989735194841,0.0191862448466396,-4.55529334781693,14.8519675070802,0.000388475822699743,0.00116542746809923
"Bifidobacteriaceae","fixed",NA,"treatmentFOS+GOS",0.0890429699256978,0.0195388140394172,4.55723513955681,13.3131921850756,0.000506965930007985,0.00116542746809923
"Bifidobacteriaceae","fixed",NA,"treatmentB. longum APC1472",-0.00486023007961631,0.0191214734254924,-0.254176546517422,14.4917635297009,0.80293027906642,0.80293027906642
"Bifidobacteriaceae","ran_pars","dam_cage","sd__(Intercept)",0.0233424359922116,NA,NA,NA,NA,NA
"Bifidobacteriaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Bifidobacteriaceae","ran_pars","Residual","sd__Observation",0.0646333135647563,NA,NA,NA,NA,NA
"Oscillospiraceae","fixed",NA,"dietHFHS",0.0280380942574609,0.0105355882991389,2.66127466842573,19.2600195683529,0.015306618207689,0.030613236415378
"Oscillospiraceae","fixed",NA,"treatmentFOS+GOS",-0.0516239138602351,0.010612449862894,-4.86446716141729,15.9509530682059,0.000173658831401807,0.000520976494205422
"Oscillospiraceae","fixed",NA,"treatmentB. longum APC1472",0.0187936329333432,0.0105593278905306,1.77981336768574,19.2917245203706,0.0908648842495943,0.0908648842495943
"Oscillospiraceae","ran_pars","dam_cage","sd__(Intercept)",0.010934813386717,NA,NA,NA,NA,NA
"Oscillospiraceae","ran_pars","cohort","sd__(Intercept)",0.00995135759953179,NA,NA,NA,NA,NA
"Oscillospiraceae","ran_pars","Residual","sd__Observation",0.0386593863404307,NA,NA,NA,NA,NA
"Peptostreptococcaceae","fixed",NA,"dietHFHS",0.04706376443343,0.00724239958117348,6.49836617076081,17.8210737991942,4.33501350651172e-06,1.30050405195351e-05
"Peptostreptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.061098827175374,0.00721403502508251,-8.4694386654541,14.9761132653298,4.28689183732986e-07,1.71475673493194e-06
"Peptostreptococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.020209096821751,0.00717975274313545,-2.814734371051,17.0799351580216,0.0118903777249009,0.0118903777249009
"Peptostreptococcaceae","ran_pars","dam_cage","sd__(Intercept)",0.00413987873978874,NA,NA,NA,NA,NA
"Peptostreptococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Peptostreptococcaceae","ran_pars","Residual","sd__Observation",0.0332445795216423,NA,NA,NA,NA,NA
"Erysipelotrichaceae","fixed",NA,"dietHFHS",-0.00593210776261881,0.00769994235846794,-0.770409372752645,14.0083884716003,0.45385476163951,1
"Erysipelotrichaceae","fixed",NA,"treatmentFOS+GOS",-0.00572347474051885,0.00790355612285425,-0.724164496531961,12.4655827660078,0.482335282565889,1
"Erysipelotrichaceae","fixed",NA,"treatmentB. longum APC1472",0.000332437632398639,0.00771061293163231,0.0431142939408662,14.2307231122125,0.966209541689895,1
"Erysipelotrichaceae","ran_pars","dam_cage","sd__(Intercept)",0.0103577547416914,NA,NA,NA,NA,NA
"Erysipelotrichaceae","ran_pars","cohort","sd__(Intercept)",0.00542881320597836,NA,NA,NA,NA,NA
"Erysipelotrichaceae","ran_pars","Residual","sd__Observation",0.0219741552285678,NA,NA,NA,NA,NA
"Tannerellaceae","fixed",NA,"dietHFHS",-0.0260545988806785,0.00433266678255522,-6.01352473852433,16.6361306222559,1.53035893090141e-05,4.59107679270424e-05
"Tannerellaceae","fixed",NA,"treatmentFOS+GOS",-0.00749306513892316,0.00429977315678495,-1.74266522109411,13.1031214071724,0.104796408370152,0.209592816740305
"Tannerellaceae","fixed",NA,"treatmentB. longum APC1472",-0.00022644459160408,0.00437476076373416,-0.0517615942524807,16.8717367397317,0.959326565735146,0.959326565735146
"Tannerellaceae","ran_pars","dam_cage","sd__(Intercept)",0.00367798807000958,NA,NA,NA,NA,NA
"Tannerellaceae","ran_pars","cohort","sd__(Intercept)",0.00630102338196576,NA,NA,NA,NA,NA
"Tannerellaceae","ran_pars","Residual","sd__Observation",0.0171794405087437,NA,NA,NA,NA,NA
"Atopobiaceae","fixed",NA,"dietHFHS",0.00225948799747295,0.00480299026702308,0.470433599040664,15.8057666483988,0.644471380825844,1
"Atopobiaceae","fixed",NA,"treatmentFOS+GOS",0.00315628052194871,0.00498506148326427,0.63314776207774,14.8276729277108,0.536280984383966,1
"Atopobiaceae","fixed",NA,"treatmentB. longum APC1472",-0.00619736568384144,0.00481673626413463,-1.28663172405493,16.0734998171878,0.216445667494276,0.865782669977104
"Atopobiaceae","ran_pars","dam_cage","sd__(Intercept)",0.00732140999111739,NA,NA,NA,NA,NA
"Atopobiaceae","ran_pars","cohort","sd__(Intercept)",0.00369807010905013,NA,NA,NA,NA,NA
"Atopobiaceae","ran_pars","Residual","sd__Observation",0.00995063823687917,NA,NA,NA,NA,NA
"Ruminococcaceae","fixed",NA,"dietHFHS",0.00839015318125859,0.003422505135435,2.4514654760897,14.5588668013243,0.027387100130354,0.0547742002607081
"Ruminococcaceae","fixed",NA,"treatmentFOS+GOS",-0.0242532468247212,0.00338953174678993,-7.15533844687849,11.405921762255,1.52529496106056e-05,6.10117984424224e-05
"Ruminococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.000384529473555614,0.00345317224329349,-0.111355428129141,14.6292560492427,0.91284792804698,0.91284792804698
"Ruminococcaceae","ran_pars","dam_cage","sd__(Intercept)",0.00272137048803869,NA,NA,NA,NA,NA
"Ruminococcaceae","ran_pars","cohort","sd__(Intercept)",0.00489699459992224,NA,NA,NA,NA,NA
"Ruminococcaceae","ran_pars","Residual","sd__Observation",0.0138752248087362,NA,NA,NA,NA,NA
"Deferribacteraceae","fixed",NA,"dietHFHS",0.000598792691195458,0.00329565860738391,0.181691359006016,17.5393987623265,0.857908210104141,1
"Deferribacteraceae","fixed",NA,"treatmentFOS+GOS",-0.00330848666370892,0.00337784889705825,-0.979465560638389,15.570604845061,0.342324279524615,1
"Deferribacteraceae","fixed",NA,"treatmentB. longum APC1472",-0.00106782532202785,0.00329543887118395,-0.324031294091101,17.8183979865365,0.749686982425518,1
"Deferribacteraceae","ran_pars","dam_cage","sd__(Intercept)",0.00432439781711941,NA,NA,NA,NA,NA
"Deferribacteraceae","ran_pars","cohort","sd__(Intercept)",0.00193262417921656,NA,NA,NA,NA,NA
"Deferribacteraceae","ran_pars","Residual","sd__Observation",0.00986041716397044,NA,NA,NA,NA,NA
"Desulfovibrionaceae","fixed",NA,"dietHFHS",0.00553181377117637,0.00250009464340775,2.21264174368864,175.162426846674,0.0282150056198352,0.0564300112396705
"Desulfovibrionaceae","fixed",NA,"treatmentFOS+GOS",-0.0138872281923355,0.00245339676628258,-5.66040861518605,189.495110257095,5.5179418081111e-08,2.20717672324444e-07
"Desulfovibrionaceae","fixed",NA,"treatmentB. longum APC1472",0.00151768279834688,0.00249369881721412,0.608607097164359,153.491153652731,0.543684522515258,0.543684522515258
"Desulfovibrionaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Desulfovibrionaceae","ran_pars","cohort","sd__(Intercept)",0.00243083838850362,NA,NA,NA,NA,NA
"Desulfovibrionaceae","ran_pars","Residual","sd__Observation",0.0117678254615535,NA,NA,NA,NA,NA
"[Eubacterium] coprostanoligenes group","fixed",NA,"dietHFHS",0.00283318278988856,0.00323281877439502,0.876381569028333,20.4375606404581,0.391007436417727,0.782014872835454
"[Eubacterium] coprostanoligenes group","fixed",NA,"treatmentFOS+GOS",-0.005280854644245,0.00334544056245886,-1.57852293162956,19.4212049834269,0.130595197766614,0.391785593299843
"[Eubacterium] coprostanoligenes group","fixed",NA,"treatmentB. longum APC1472",0.000862046020210028,0.00323096257559721,0.266807801093359,20.3159781600268,0.792306612715743,0.792306612715743
"[Eubacterium] coprostanoligenes group","ran_pars","dam_cage","sd__(Intercept)",0.00491094248345591,NA,NA,NA,NA,NA
"[Eubacterium] coprostanoligenes group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"[Eubacterium] coprostanoligenes group","ran_pars","Residual","sd__Observation",0.00720509413037173,NA,NA,NA,NA,NA
"Marinifilaceae","fixed",NA,"dietHFHS",-0.00481158842215931,0.00284697370943431,-1.69007125222641,17.8561070758392,0.108396665700541,0.325189997101623
"Marinifilaceae","fixed",NA,"treatmentFOS+GOS",-0.000367523483234942,0.0029595914553892,-0.124180478547371,17.5991827467398,0.902579707729514,0.902579707729514
"Marinifilaceae","fixed",NA,"treatmentB. longum APC1472",-0.00258983495270824,0.00284663298480809,-0.909788851084657,17.87673898611,0.375037683435591,0.750075366871182
"Marinifilaceae","ran_pars","dam_cage","sd__(Intercept)",0.00450848893870293,NA,NA,NA,NA,NA
"Marinifilaceae","ran_pars","cohort","sd__(Intercept)",0.000483102265294332,NA,NA,NA,NA,NA
"Marinifilaceae","ran_pars","Residual","sd__Observation",0.00529529783142083,NA,NA,NA,NA,NA
"Clostridiaceae","fixed",NA,"dietHFHS",0.00327866159294237,0.00139327458075174,2.35320563386247,18.1510077108026,0.0300800406536539,0.120320162614616
"Clostridiaceae","fixed",NA,"treatmentFOS+GOS",-0.00313485484391759,0.0014198916283336,-2.20781275229906,15.9638521017611,0.0422371466999154,0.126711440099746
"Clostridiaceae","fixed",NA,"treatmentB. longum APC1472",-0.000790693219348295,0.00139091336942384,-0.568470500557361,18.028272724189,0.57672878562201,1
"Clostridiaceae","ran_pars","dam_cage","sd__(Intercept)",0.00167506284087307,NA,NA,NA,NA,NA
"Clostridiaceae","ran_pars","cohort","sd__(Intercept)",0.00071552176856032,NA,NA,NA,NA,NA
"Clostridiaceae","ran_pars","Residual","sd__Observation",0.00465912316565485,NA,NA,NA,NA,NA
"Sutterellaceae","fixed",NA,"dietHFHS",-0.000864807083125838,0.00137504321665989,-0.628930838425965,20.2218724575865,0.536434916259417,1
"Sutterellaceae","fixed",NA,"treatmentFOS+GOS",0.00894659631085752,0.00140957844826027,6.34700134774305,18.5866552243982,4.80199207371261e-06,1.92079682948505e-05
"Sutterellaceae","fixed",NA,"treatmentB. longum APC1472",0.000100091373596547,0.00137225507417214,0.0729393357550021,19.8998665093492,0.942582549560846,1
"Sutterellaceae","ran_pars","dam_cage","sd__(Intercept)",0.00185549013739368,NA,NA,NA,NA,NA
"Sutterellaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Sutterellaceae","ran_pars","Residual","sd__Observation",0.00404673199451207,NA,NA,NA,NA,NA
"Erysipelatoclostridiaceae","fixed",NA,"dietHFHS",0.00198894668064076,0.000831776467022216,2.39120335750932,13.7090837626888,0.0317297530199506,0.126919012079802
"Erysipelatoclostridiaceae","fixed",NA,"treatmentFOS+GOS",-0.00170861146816177,0.000857787688311247,-1.99188154766544,12.4611814718514,0.0687629096366136,0.206288728909841
"Erysipelatoclostridiaceae","fixed",NA,"treatmentB. longum APC1472",0.000240584892406302,0.000832896879683725,0.288853156104582,13.9864878740604,0.776930749758804,1
"Erysipelatoclostridiaceae","ran_pars","dam_cage","sd__(Intercept)",0.00118087915106149,NA,NA,NA,NA,NA
"Erysipelatoclostridiaceae","ran_pars","cohort","sd__(Intercept)",0.000545496039848113,NA,NA,NA,NA,NA
"Erysipelatoclostridiaceae","ran_pars","Residual","sd__Observation",0.0021467152644525,NA,NA,NA,NA,NA
"Eggerthellaceae","fixed",NA,"dietHFHS",0.00211176363476651,0.000739270024004405,2.85655249935297,15.7251811936948,0.0115762048924779,0.0241882397448778
"Eggerthellaceae","fixed",NA,"treatmentFOS+GOS",-0.00233055219032436,0.00074690336619703,-3.12028609830843,13.0928308195492,0.00806274658162593,0.0241882397448778
"Eggerthellaceae","fixed",NA,"treatmentB. longum APC1472",-0.00121147334158351,0.000737792151121436,-1.64202525025792,15.6824244946727,0.120482014353886,0.120482014353886
"Eggerthellaceae","ran_pars","dam_cage","sd__(Intercept)",0.00076533709587918,NA,NA,NA,NA,NA
"Eggerthellaceae","ran_pars","cohort","sd__(Intercept)",0.000477510789419561,NA,NA,NA,NA,NA
"Eggerthellaceae","ran_pars","Residual","sd__Observation",0.0027604049787322,NA,NA,NA,NA,NA
"Staphylococcaceae","fixed",NA,"dietHFHS",0.000391998359685304,0.000175507188658462,2.23351739995184,191.999999996519,0.026669006714313,0.0800070201429389
"Staphylococcaceae","fixed",NA,"treatmentFOS+GOS",-0.00047703383806464,0.000173743252546339,-2.74562511679359,191.999999998354,0.00661345467651172,0.0264538187060469
"Staphylococcaceae","fixed",NA,"treatmentB. longum APC1472",-0.000383974684776828,0.000173743252546339,-2.21001206751565,191.999999998354,0.0282860569144774,0.0800070201429389
"Staphylococcaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Staphylococcaceae","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Staphylococcaceae","ran_pars","Residual","sd__Observation",0.000859806116807229,NA,NA,NA,NA,NA
"Butyricicoccaceae","fixed",NA,"dietHFHS",0.00142265755122029,0.000565411197076183,2.51614675934443,17.1128573605846,0.0221260790931063,0.0442521581862127
"Butyricicoccaceae","fixed",NA,"treatmentFOS+GOS",-0.00294431235236979,0.00057664207360197,-5.10596171725428,14.8399575870791,0.000133424962793508,0.00053369985117403
"Butyricicoccaceae","fixed",NA,"treatmentB. longum APC1472",0.000673936496903683,0.000569004748897989,1.18441278075257,17.5887537173811,0.25200852228836,0.25200852228836
"Butyricicoccaceae","ran_pars","dam_cage","sd__(Intercept)",0.000727854720020991,NA,NA,NA,NA,NA
"Butyricicoccaceae","ran_pars","cohort","sd__(Intercept)",0.000615709325876314,NA,NA,NA,NA,NA
"Butyricicoccaceae","ran_pars","Residual","sd__Observation",0.00168464738664025,NA,NA,NA,NA,NA
"Enterococcaceae","fixed",NA,"dietHFHS",-0.000382488054679094,0.000151344897211137,-2.52726098948349,21.8325673901426,0.0192519185451773,0.0577557556355318
"Enterococcaceae","fixed",NA,"treatmentFOS+GOS",-1.01085888917334e-05,0.000153180068171812,-0.0659915419308685,19.2750458723278,0.948064232956824,0.948064232956824
"Enterococcaceae","fixed",NA,"treatmentB. longum APC1472",0.000109798150640151,0.000150620313212345,0.728973060130061,21.1801149625828,0.474002588861302,0.948005177722603
"Enterococcaceae","ran_pars","dam_cage","sd__(Intercept)",0.000163093852739392,NA,NA,NA,NA,NA
"Enterococcaceae","ran_pars","cohort","sd__(Intercept)",1.0238697265209e-08,NA,NA,NA,NA,NA
"Enterococcaceae","ran_pars","Residual","sd__Observation",0.000565057848592909,NA,NA,NA,NA,NA
"Christensenellaceae","fixed",NA,"dietHFHS",0.000703914758993755,0.000228254667695336,3.08390082928472,19.5764284096046,0.00595914235045946,0.0119182847009189
"Christensenellaceae","fixed",NA,"treatmentFOS+GOS",-0.00191632410162597,0.000229564531759032,-8.34764885909066,16.7005250561746,2.32121122544189e-07,9.28484490176757e-07
"Christensenellaceae","fixed",NA,"treatmentB. longum APC1472",-0.0001773867384409,0.000226923341384836,-0.781703360079087,18.979284817877,0.44403196294255,0.44403196294255
"Christensenellaceae","ran_pars","dam_cage","sd__(Intercept)",0.000203688706015188,NA,NA,NA,NA,NA
"Christensenellaceae","ran_pars","cohort","sd__(Intercept)",7.67816815844148e-05,NA,NA,NA,NA,NA
"Christensenellaceae","ran_pars","Residual","sd__Observation",0.000932871523520294,NA,NA,NA,NA,NA
"Enterobacteriaceae","fixed",NA,"dietHFHS",-0.000627000392721705,0.000296153250121672,-2.11714844413865,17.2483606909908,0.0490704457724569,0.147211337317371
"Enterobacteriaceae","fixed",NA,"treatmentFOS+GOS",-6.31837061691901e-05,0.000304103451982833,-0.207770433900753,15.4025628715174,0.838130465741863,1
"Enterobacteriaceae","fixed",NA,"treatmentB. longum APC1472",-1.70939752907882e-05,0.000297497511837944,-0.0574592210374512,17.6439151363986,0.954825117711191,1
"Enterobacteriaceae","ran_pars","dam_cage","sd__(Intercept)",0.000407463554357208,NA,NA,NA,NA,NA
"Enterobacteriaceae","ran_pars","cohort","sd__(Intercept)",0.000278303760707378,NA,NA,NA,NA,NA
"Enterobacteriaceae","ran_pars","Residual","sd__Observation",0.000798458725718772,NA,NA,NA,NA,NA
"Peptococcaceae","fixed",NA,"dietHFHS",0.000806842393563216,0.000222683033806466,3.62327735423456,16.5012522892498,0.00218796049823215,0.00656388149469645
"Peptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.000804079126171302,0.000220601853568291,-3.64493368104174,12.5449094590907,0.00313312716806767,0.00656388149469645
"Peptococcaceae","fixed",NA,"treatmentB. longum APC1472",0.000259989232338971,0.000221573788246724,1.17337539966357,16.2427308547801,0.257565211410947,0.257565211410947
"Peptococcaceae","ran_pars","dam_cage","sd__(Intercept)",0.000108124766411422,NA,NA,NA,NA,NA
"Peptococcaceae","ran_pars","cohort","sd__(Intercept)",0.000165753738129822,NA,NA,NA,NA,NA
"Peptococcaceae","ran_pars","Residual","sd__Observation",0.00101122867596753,NA,NA,NA,NA,NA
"UCG-010","fixed",NA,"dietHFHS",0.000435977243244772,0.000250092260658699,1.7432656336365,18.2537439742803,0.0981066459355075,0.294319937806522
"UCG-010","fixed",NA,"treatmentFOS+GOS",-0.000439106878261862,0.000254155416679531,-1.72771009171738,15.4712502020968,0.103943510596848,0.294319937806522
"UCG-010","fixed",NA,"treatmentB. longum APC1472",-0.000288500974145799,0.000251061804771426,-1.14912331809476,18.7386050911931,0.264961911167352,0.294319937806522
"UCG-010","ran_pars","dam_cage","sd__(Intercept)",0.000302081637083973,NA,NA,NA,NA,NA
"UCG-010","ran_pars","cohort","sd__(Intercept)",0.000240608665617262,NA,NA,NA,NA,NA
"UCG-010","ran_pars","Residual","sd__Observation",0.000810337799199047,NA,NA,NA,NA,NA
"Anaerovoracaceae","fixed",NA,"dietHFHS",0.000375890008551919,9.48674996128202e-05,3.96226326282475,191.982505031585,0.000104611723850093,0.00031383517155028
"Anaerovoracaceae","fixed",NA,"treatmentFOS+GOS",-0.000601392159499766,9.1673230711323e-05,-6.56017198077742,190.583970507899,4.93353563652091e-10,1.97341425460836e-09
"Anaerovoracaceae","fixed",NA,"treatmentB. longum APC1472",-4.36429283837288e-05,9.66784323350597e-05,-0.451423624997092,185.255278629904,0.652212268659691,0.652212268659691
"Anaerovoracaceae","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Anaerovoracaceae","ran_pars","cohort","sd__(Intercept)",0.000223558660122489,NA,NA,NA,NA,NA
"Anaerovoracaceae","ran_pars","Residual","sd__Observation",0.00043420240558019,NA,NA,NA,NA,NA
"Mitochondria","fixed",NA,"dietHFHS",6.57663908904173e-05,6.34213854351845e-05,1.03697499572332,17.2174097773907,0.314092826341828,0.628185652683656
"Mitochondria","fixed",NA,"treatmentFOS+GOS",-0.000253574893070581,6.31310485189249e-05,-4.016643141838,13.5065719790686,0.00136279487524518,0.00457458632408841
"Mitochondria","fixed",NA,"treatmentB. longum APC1472",1.55605186906171e-05,6.3495662840461e-05,0.245064276747758,17.169028835905,0.809311803099582,0.809311803099582
"Mitochondria","ran_pars","dam_cage","sd__(Intercept)",4.96729651442644e-05,NA,NA,NA,NA,NA
"Mitochondria","ran_pars","cohort","sd__(Intercept)",6.35744045549129e-05,NA,NA,NA,NA,NA
"Mitochondria","ran_pars","Residual","sd__Observation",0.000261997223148649,NA,NA,NA,NA,NA
"Saccharimonadaceae","fixed",NA,"dietHFHS",-0.000106296287567225,5.99767592682405e-05,-1.77229128189179,19.5325311196247,0.0919449011782852,0.275834703534856
"Saccharimonadaceae","fixed",NA,"treatmentFOS+GOS",8.55782403776165e-05,6.11202706409952e-05,1.4001613454934,17.5956645133784,0.178851097467157,0.357702194934313
"Saccharimonadaceae","fixed",NA,"treatmentB. longum APC1472",7.42021885905163e-07,5.9783136492479e-05,0.0124118928754852,19.0861304253518,0.990225820155986,0.990225820155986
"Saccharimonadaceae","ran_pars","dam_cage","sd__(Intercept)",7.38270869133384e-05,NA,NA,NA,NA,NA
"Saccharimonadaceae","ran_pars","cohort","sd__(Intercept)",1.31208580674107e-08,NA,NA,NA,NA,NA
"Saccharimonadaceae","ran_pars","Residual","sd__Observation",0.000199537453942579,NA,NA,NA,NA,NA
"[Clostridium] methylpentosum group","fixed",NA,"dietHFHS",2.49213958710229e-05,4.04191126755511e-05,0.616574541630091,20.0902799232671,0.544439649797061,0.544439649797061
"[Clostridium] methylpentosum group","fixed",NA,"treatmentFOS+GOS",-0.000100952916010347,4.10746950424721e-05,-2.45778857045583,17.9414249599701,0.0243850996527265,0.0731552989581794
"[Clostridium] methylpentosum group","fixed",NA,"treatmentB. longum APC1472",-4.7872423365389e-05,4.02635345700653e-05,-1.18897716945548,19.5694789092637,0.248676456490994,0.497352912981989
"[Clostridium] methylpentosum group","ran_pars","dam_cage","sd__(Intercept)",4.73177728376991e-05,NA,NA,NA,NA,NA
"[Clostridium] methylpentosum group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"[Clostridium] methylpentosum group","ran_pars","Residual","sd__Observation",0.000141358976925835,NA,NA,NA,NA,NA
"Streptococcaceae","fixed",NA,"dietHFHS",2.44613086064241e-05,3.49921954942061e-05,0.699050409982831,17.0327439915467,0.493956568630075,0.493956568630075
"Streptococcaceae","fixed",NA,"treatmentFOS+GOS",-0.000147267137565307,3.48214054647784e-05,-4.22921291084205,13.4699060782597,0.000912861598864503,0.00365144639545801
"Streptococcaceae","fixed",NA,"treatmentB. longum APC1472",-8.25001650043201e-05,3.50399279467488e-05,-2.35446160533487,16.86458768145,0.030937524846643,0.061875049693286
"Streptococcaceae","ran_pars","dam_cage","sd__(Intercept)",2.72907487219346e-05,NA,NA,NA,NA,NA
"Streptococcaceae","ran_pars","cohort","sd__(Intercept)",3.55083333269347e-05,NA,NA,NA,NA,NA
"Streptococcaceae","ran_pars","Residual","sd__Observation",0.000144656826072324,NA,NA,NA,NA,NA
"Defluviitaleaceae","fixed",NA,"dietHFHS",1.39367552607395e-05,1.87063503402108e-05,0.745028025631561,18.0526623466684,0.46584441977138,1
"Defluviitaleaceae","fixed",NA,"treatmentFOS+GOS",3.24189600157734e-05,1.8902202994295e-05,1.71508897801796,15.3866127680182,0.106392893162523,0.42557157265009
"Defluviitaleaceae","fixed",NA,"treatmentB. longum APC1472",-1.38065255612764e-05,1.86397209186942e-05,-0.740704521355231,17.7011251204793,0.468585159466584,1
"Defluviitaleaceae","ran_pars","dam_cage","sd__(Intercept)",1.90658070950942e-05,NA,NA,NA,NA,NA
"Defluviitaleaceae","ran_pars","cohort","sd__(Intercept)",9.43776196737002e-06,NA,NA,NA,NA,NA
"Defluviitaleaceae","ran_pars","Residual","sd__Observation",7.10733864369173e-05,NA,NA,NA,NA,NA
